Title,Detail_price,Highlights,Other_Details,description,Teams_conditions,images_all
JQR  Navy  Men's Sports Running Shoes,1025,"JQR,Color: Blue,Running Type: Road,Outer Material: Mesh,Closure: Lace-Up,Cushioning:,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,BIS/ISI License number:NA,BIS/ISI required:NA,SUPC: SDL322464166","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,MAHALAXMI ENTERPRISES  ,Packer's Name & Address,MAHALAXMI ENTERPRISES  ,Marketer's Name & Address,MAHALAXMI ENTERPRISES  ,Importer's Name & Address,NA  ","
Upper Features: Style and cushioned comfort delivers in the JQR sports shoe. This lace-up sneaker features a soft athletic engineered knit upper with an Air-Cooled Memory Foam comfort insole and cushioned midsole. Insole Features: Memory Foam Insole to give you 24X7 comfort. Sole Features: Super flexible traction outsole designed to provide natural momentum with every step. Care Instructions: Allow your pair of shoes to air and de-odorize at a regular basis, this also helps them retain their natural shape; use shoe bags to prevent any stains or mildew; dust any dry dirt from the surface using a clean cloth, do not use polish or shiner.",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/j/x/3/JQR-MAGIC-Navy-Running-Shoes-SDL322464166-2-4c599.jpg,https://n4.sdlcdn.com/imgs/j/x/3/JQR-MAGIC-Navy-Running-Shoes-SDL322464166-3-962d4.jpg,https://n1.sdlcdn.com/imgs/j/x/3/JQR-MAGIC-Navy-Running-Shoes-SDL322464166-4-289a9.jpg,https://n4.sdlcdn.com/imgs/j/x/3/JQR-MAGIC-Navy-Running-Shoes-SDL322464166-5-8f93a.jpg,https://n3.sdlcdn.com/imgs/j/x/3/JQR-MAGIC-Navy-Running-Shoes-SDL322464166-6-b8b14.jpg,https://n4.sdlcdn.com/imgs/j/x/3/JQR-MAGIC-Navy-Running-Shoes-SDL322464166-7-72620.jpg"
Campus - Off White Men's Sports Running Shoes,1699,"Campus,Color:Off White,Shoe Weight:Light Weight,Manufacturer's Name & Address:Campus Activewear Limited. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041,Sole Material:TPR,Closure:Lace-up,Cushioning:Medium,Outer Material:Mesh,Pack:Pack of 1,SUPC: SDL266354496","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1  ,Manufacturer's Name & Address,Campus Activewear Limited. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Packer's Name & Address,Campus Activewear Limited. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Marketer's Name & Address,Campus Activewear Limited  ,Importer's Name & Address,Campus Activewear Limited. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ","
Ensure complete foot protection while you run by wearing this pair from Campus.the shoe crack resistant and provides the required support and stability to your feet with comfort and durability. The sturdy Mesh upper keeps your feet comfortable and ensures breathability and allows you to indulge in your running sessions for long periods.",The images represent actual product though color of the image and product may slightly differ.,"https://n3.sdlcdn.com/imgs/k/h/e/Campus-Off-White-Men-s-SDL266354496-2-ea27a.jpg,https://n1.sdlcdn.com/imgs/k/h/e/Campus-Off-White-Men-s-SDL266354496-3-aeab6.jpg,https://n2.sdlcdn.com/imgs/k/h/e/Campus-Off-White-Men-s-SDL266354496-4-60f6e.jpg,https://n1.sdlcdn.com/imgs/k/h/e/Campus-Off-White-Men-s-SDL266354496-5-85bc9.jpg,https://n4.sdlcdn.com/imgs/k/h/e/Campus-Off-White-Men-s-SDL266354496-6-a4d57.jpg"
Campus - FRIGO Navy Men's Sports Running Shoes,1499,"Campus,Color:Navy,Shoe Weight:Medium Weight(600 gms to 999 gms),Manufacturer's Name & Address:Campus Activewear Limited D-1, Udyog Nagar, Rohtak Road, Delhi, 110041,Sole Material:Phylon,Closure:Lace-Up,Cushioning:Medium,Outer Material:Mesh,BIS/ISI License number:NA,BIS/ISI required:NA,Model Name:FRIGO,SUPC: SDL274241433","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1  ,Manufacturer's Name & Address,Campus Activewear Limited D-1, Udyog Nagar, Rohtak Road, Delhi, 110041  ,Packer's Name & Address,Campus Activewear Limited D-1, Udyog Nagar, Rohtak Road, Delhi, 110041  ,Marketer's Name & Address,Campus Activewear Limited D-1, Udyog Nagar, Rohtak Road, Delhi, 110041  ,Importer's Name & Address,Campus Activewear Limited D-1, Udyog Nagar, Rohtak Road, Delhi, 110041  ","
",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/k/n/a/Campus-FRIGO-Navy-Men-s-SDL274241433-2-77099.jpg,https://n4.sdlcdn.com/imgs/k/n/a/Campus-FRIGO-Navy-Men-s-SDL274241433-3-5a3e8.jpg,https://n3.sdlcdn.com/imgs/k/n/a/Campus-FRIGO-Navy-Men-s-SDL274241433-4-2fb60.jpg,https://n1.sdlcdn.com/imgs/k/n/a/Campus-FRIGO-Navy-Men-s-SDL274241433-5-83c7d.jpg,https://n1.sdlcdn.com/imgs/k/n/a/Campus-FRIGO-Navy-Men-s-SDL274241433-6-8b69a.jpg"
ASIAN - HATTRICK-21 Green Men's Sports Running Shoes,749,"ASIAN,Color:Green,Shoe Weight:Lightweight(300 gms to 599 gms),Manufacturer's Name & Address:Plot No-303, Sec-17 Hsiidc Indl. Estate Footwear Park, Bahadurgarh, Haryana 124507,Sole Material:EVA,Closure:Lace-Up,Cushioning:High,Outer Material:Fabric,BIS/ISI License number:NA,BIS/ISI required:NA,Model Name:HATTRICK-21,SUPC: SDL083566928","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1  ,Manufacturer's Name & Address,Plot No-303, Sec-17 Hsiidc Indl. Estate Footwear Park, Bahadurgarh, Haryana 124507  ,Packer's Name & Address,T1\100, GROUND FLOOR, INDUSTRIAL AREA PHASE -1,MANGOLPURI, NEW DELHI 110083  ,Marketer's Name & Address, ,Importer's Name & Address,Not Applicable  ","
",The images represent actual product though color of the image and product may slightly differ.,"https://n4.sdlcdn.com/imgs/k/l/x/ASIAN-HATTRICK-21-Green-Men-SDL083566928-2-f5a84.jpg,https://n2.sdlcdn.com/imgs/k/l/x/ASIAN-HATTRICK-21-Green-Men-SDL083566928-3-510be.jpg,https://n2.sdlcdn.com/imgs/k/l/x/ASIAN-HATTRICK-21-Green-Men-SDL083566928-4-e51c0.jpg,https://n3.sdlcdn.com/imgs/k/l/x/ASIAN-HATTRICK-21-Green-Men-SDL083566928-5-6c77c.jpg,https://n4.sdlcdn.com/imgs/k/l/x/ASIAN-HATTRICK-21-Green-Men-SDL083566928-6-be5a1.jpg"
YUUKI - BRISK III Black Men's Sports Running Shoes,675,"YUUKI,Color:Navy,Shoe Weight:Light Weight,Manufacturer's Name & Address:Gurkirpa Lifestyle Company, Plot No. 18, Sector 27C, Faridabad, Haryana-121003,Sole Material:EVA,Closure:Slip-On,Cushioning:Medium,Key Features:Memory Foam,Outer Material:Mesh,BIS/ISI License number:0,BIS/ISI required:NA,Model Name:BRISK III,SUPC: SDL911143619","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1  ,Manufacturer's Name & Address,Gurkirpa Lifestyle Company, Plot No. 18, Sector 27C, Faridabad, Haryana-121003  ,Packer's Name & Address,Gurkirpa Lifestyle Company, Plot No. 18, Sector 27C, Faridabad, Haryana-121003  ,Marketer's Name & Address, ,Importer's Name & Address,Gurkirpa Lifestyle Company, Plot No. 18, Sector 27C, Faridabad, Haryana-121003  ","
The purpose of the dynamic Yuuki shoes is to provide a natural and pleasant running experience on the roads. With its Memory Foam 4X sock lining and athlite EVA sole, you'll have the perfect balance of cushioning, durability, and responsiveness to keep moving for miles on end.",The images represent actual product though color of the image and product may slightly differ.,"https://n4.sdlcdn.com/imgs/k/l/f/YUUKI-BRISK-III-Black-Men-SDL911143619-2-68acb.jpg,https://n2.sdlcdn.com/imgs/k/l/f/YUUKI-BRISK-III-Black-Men-SDL911143619-3-99c88.jpg,https://n2.sdlcdn.com/imgs/k/l/f/YUUKI-BRISK-III-Black-Men-SDL911143619-4-3515d.jpg,https://n1.sdlcdn.com/imgs/k/l/f/YUUKI-BRISK-III-Black-Men-SDL911143619-5-3766d.jpg,https://n3.sdlcdn.com/imgs/k/l/f/YUUKI-BRISK-III-Black-Men-SDL911143619-6-02b7d.jpg,https://n1.sdlcdn.com/imgs/k/l/f/YUUKI-BRISK-III-Black-Men-SDL911143619-7-4a83b.jpg,https://n2.sdlcdn.com/imgs/k/l/f/YUUKI-BRISK-III-Black-Men-SDL911143619-8-30614.jpg,https://n4.sdlcdn.com/imgs/k/l/f/YUUKI-BRISK-III-Black-Men-SDL911143619-9-64984.jpg"
OFF LIMITS DOOGIE Black Running Shoes,749,"Color:Black,Shoe Weight:Lightweight(300 gms to 599 gms),SUPC: SDL837100301","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address, ,Packer's Name & Address, ,Marketer's Name & Address, ,Importer's Name & Address, ","
OFF LIMITS Shoe is a high performance running , gymming, walking and jogging shoe. Premium quality Mesh upper provides breathability. High quality foam padding in collar and tongue for better comfort and grip. Pro bounce 6.0 technology in insole for better comfort and cushioning",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/i/9/c/OFF-LIMITS-DOOGIE-Black-Running-SDL837100301-2-396d4.jpeg,https://n1.sdlcdn.com/imgs/i/9/c/OFF-LIMITS-DOOGIE-Black-Running-SDL837100301-3-18b66.jpeg,https://n1.sdlcdn.com/imgs/i/9/c/OFF-LIMITS-DOOGIE-Black-Running-SDL837100301-4-d7933.jpeg,https://n2.sdlcdn.com/imgs/i/9/c/OFF-LIMITS-DOOGIE-Black-Running-SDL837100301-5-157c6.jpeg"
Campus - CAMP ADWIN White Men's Sports Running Shoes,1099,"Campus,Color:White,Shoe Weight:Medium Weight(600 gms to 999 gms),Manufacturer's Name & Address:Campus Activewear Limited D-1, Udyog Nagar, Rohtak Road, Delhi, 110041,Sole Material:Phylon,Closure:Lace-Up,Cushioning:Medium,Outer Material:Mesh,BIS/ISI License number:NA,BIS/ISI required:NA,Model Name:CAMP ADWIN,SUPC: SDL066175207","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1  ,Manufacturer's Name & Address,Campus Activewear Limited D-1, Udyog Nagar, Rohtak Road, Delhi, 110041  ,Packer's Name & Address,Campus Activewear Limited D-1, Udyog Nagar, Rohtak Road, Delhi, 110041  ,Marketer's Name & Address,Campus Activewear Limited D-1, Udyog Nagar, Delhi, 110041  ,Importer's Name & Address,Campus Activewear Limited D-1, Udyog Nagar, Rohtak Road, Delhi, 110041  ","
",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/k/n/a/Campus-CAMP-ADWIN-White-Men-SDL066175207-2-948ab.jpg,https://n2.sdlcdn.com/imgs/k/n/a/Campus-CAMP-ADWIN-White-Men-SDL066175207-3-43e54.jpg,https://n1.sdlcdn.com/imgs/k/n/a/Campus-CAMP-ADWIN-White-Men-SDL066175207-4-673ba.jpg,https://n4.sdlcdn.com/imgs/k/n/a/Campus-CAMP-ADWIN-White-Men-SDL066175207-5-8a08d.jpg,https://n3.sdlcdn.com/imgs/k/n/a/Campus-CAMP-ADWIN-White-Men-SDL066175207-6-bccdc.jpg"
FURO  Black  Men's Sports Running Shoes,999,"FURO,Color: Black,Running Type: Road,Outer Material:,Closure: Lace-Up,Cushioning:,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,SUPC: SDL589572040","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Leayanglobal Private Limited (OFFICE -Plot no-102,103,104, Industrial Area Fazalganj, Kalpi Road  Kanpur - 208012)  ,Packer's Name & Address,Leayanglobal Private Limited (OFFICE -Plot no-102,103,104, Industrial Area Fazalganj, Kalpi Road  Kanpur - 208012)  ,Marketer's Name & Address, ,Importer's Name & Address,NA  ","
MEN'S WALKING SHOESW3011I",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/j/r/q/FURO-Walking-Black-Running-Shoes-SDL589572040-2-21e34.jpg,https://n1.sdlcdn.com/imgs/j/r/q/FURO-Walking-Black-Running-Shoes-SDL589572040-3-79114.jpg,https://n3.sdlcdn.com/imgs/j/r/q/FURO-Walking-Black-Running-Shoes-SDL589572040-4-2f59c.jpg,https://n3.sdlcdn.com/imgs/j/r/q/FURO-Walking-Black-Running-Shoes-SDL589572040-5-9ce50.jpg,https://n3.sdlcdn.com/imgs/j/r/q/FURO-Walking-Black-Running-Shoes-SDL589572040-6-3730f.jpg"
JQR DISNEY Navy Running Shoes,825,"Color:Navy,Shoe Weight:Light Weight,Manufacturer's Name & Address:MAHALAXMI ENTERPRISES,BIS/ISI License number:NA,BIS/ISI required:NA,SUPC: SDL508064534","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,MAHALAXMI ENTERPRISES  ,Packer's Name & Address,MAHALAXMI ENTERPRISES  ,Marketer's Name & Address,MAHALAXMI ENTERPRISES  ,Importer's Name & Address,NA  ","
Upper Features: Style and cushioned comfort delivers in the JQR sports shoe. This lace-up sneaker features a soft athletic engineered knit upper with an Air-Cooled Memory Foam comfort insole and cushioned midsole. Insole Features: Memory Foam Insole to give you 24X7 comfort. Sole Features: Super flexible traction outsole designed to provide natural momentum with every step. Care Instructions: Allow your pair of shoes to air and de-odorize at a regular basis, this also helps them retain their natural shape; use shoe bags to prevent any stains or mildew; dust any dry dirt from the surface using a clean cloth, do not use polish or shiner.",The images represent actual product though color of the image and product may slightly differ.,"https://n3.sdlcdn.com/imgs/k/d/i/JQR-DISNEY-Navy-Running-Shoes-SDL508064534-2-3e30e.jpg,https://n4.sdlcdn.com/imgs/k/d/i/JQR-DISNEY-Navy-Running-Shoes-SDL508064534-3-7439e.jpg,https://n3.sdlcdn.com/imgs/k/d/i/JQR-DISNEY-Navy-Running-Shoes-SDL508064534-4-edf0a.jpg,https://n1.sdlcdn.com/imgs/k/d/i/JQR-DISNEY-Navy-Running-Shoes-SDL508064534-5-ccfb9.jpg,https://n3.sdlcdn.com/imgs/k/d/i/JQR-DISNEY-Navy-Running-Shoes-SDL508064534-6-357cd.jpg,https://n2.sdlcdn.com/imgs/k/d/i/JQR-DISNEY-Navy-Running-Shoes-SDL508064534-7-72768.jpg"
Campus Synder Black Running Shoes,899,"Color:Black,Shoe Weight:Light Weight,Manufacturer's Name & Address:Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041,SUPC: SDL021964123","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Packer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Marketer's Name & Address,Campus Activewear Pvt. Ltd.  ,Importer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ","
These dynamic running shoes for men offer outstanding traction, cushioning and fit that's tailored to the streets. It is built using moulding that follows the shape of the foot for a supportive, locked-in feel. A wide forefoot delivers increased surface contact for added stability, and a grippy rubber outsole is ideal for dodging urban obstacles.",The images represent actual product though color of the image and product may slightly differ.,"https://n3.sdlcdn.com/imgs/j/u/y/Campus-Synder-Black-Running-Shoes-SDL021964123-2-94e58.jpg,https://n1.sdlcdn.com/imgs/j/u/y/Campus-Synder-Black-Running-Shoes-SDL021964123-3-a0d4e.jpg,https://n3.sdlcdn.com/imgs/j/u/y/Campus-Synder-Black-Running-Shoes-SDL021964123-4-eb4f2.jpg,https://n2.sdlcdn.com/imgs/j/u/y/Campus-Synder-Black-Running-Shoes-SDL021964123-5-08711.jpg,https://n1.sdlcdn.com/imgs/j/u/y/Campus-Synder-Black-Running-Shoes-SDL021964123-6-a6a29.jpg"
Columbus Gray Running Shoes,749,"Color:Gray,Shoe Weight:Light Weight,Manufacturer's Name & Address:COLUMBUS MARKETING PVT.LTD.,SUPC: SDL602718890","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,COLUMBUS MARKETING PVT.LTD.  ,Packer's Name & Address,GODOWN AT NEW PLOT NO-D-40 ( OLD NO-40 ),KH.NO-31/7 MEERA ENCLAVE NANGLOI -110041  ,Marketer's Name & Address, ,Importer's Name & Address,GODOWN AT NEW PLOT NO-D-40 ( OLD NO-40 ),KH.NO-31/7 MEERA ENCLAVE NANGLOI -110041  ","
Run for miles with more comfort wearing these running shoes from Columbus. The synthetic upper and mesh lining of these shoes for men ensures air permeability. Rubber sole offers all day comfort",The images represent actual product though color of the image and product may slightly differ.,"https://n4.sdlcdn.com/imgs/k/d/8/Columbus-Gray-Running-Shoes-SDL602718890-2-60238.jpg,https://n2.sdlcdn.com/imgs/k/d/8/Columbus-Gray-Running-Shoes-SDL602718890-3-2d059.jpg,https://n1.sdlcdn.com/imgs/k/d/8/Columbus-Gray-Running-Shoes-SDL602718890-4-75002.jpg,https://n3.sdlcdn.com/imgs/k/d/8/Columbus-Gray-Running-Shoes-SDL602718890-5-889d0.jpg,https://n2.sdlcdn.com/imgs/k/d/8/Columbus-Gray-Running-Shoes-SDL602718890-6-6d296.jpg"
Campus NASA Red  Men's Sports Running Shoes,1649,"Campus,Color: Red,Running Type: Track,Outer Material:,Closure: Lace-Up,Cushioning: Medium,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,SUPC: SDL218754204","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1-PAIR  ,Manufacturer's Name & Address,Campus Activewear Pvt. Ltd. 
D-1, Udyog Nagar, Main Rohtak Road,
New Delhi - 110041  ,Packer's Name & Address, ,Marketer's Name & Address, ,Importer's Name & Address, ","
""Nasa comes with foamlite technology. The shoe feels, and even looks, soft and plush. Yet, it provides incredible support to help you run your best, from your first 5K to  your latest marathon and delivers an ultra-responsive feel with each stride.""",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/j/c/8/Campus-NASA-Red-Running-Shoes-SDL218754204-2-9cee2.jpeg,https://n2.sdlcdn.com/imgs/j/c/8/Campus-NASA-Red-Running-Shoes-SDL218754204-3-5d162.jpeg,https://n4.sdlcdn.com/imgs/j/c/8/Campus-NASA-Red-Running-Shoes-SDL218754204-4-2ac9f.jpeg,https://n2.sdlcdn.com/imgs/j/c/8/Campus-NASA-Red-Running-Shoes-SDL218754204-5-db356.jpeg"
Columbus Running Shoes Navy Running Shoes,1789,"Color:Navy,Manufacturer's Name & Address:COLUMBUS MARKETING PVT.LTD.,SUPC: SDL164099773","Country of Origin or Manufacture or Assembly,india  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,COLUMBUS MARKETING PVT.LTD.  ,Packer's Name & Address,GODOWN AT NEW PLOT NO-D-40 ( OLD NO-40 ),KH.NO-31/7 MEERA ENCLAVE NANGLOI -110041  ,Marketer's Name & Address, ,Importer's Name & Address,COLUMBUS MARKETING PVT.LTD.  ","
Columbus is one of the leading manufacturer of sports and casual footwear,  pioneer in the lifestyle footwear industry that designs, develops, and markets lifestyle footwear that appeals to trend-savvy men, women and children. The company's success derives from it's high quality, diversified, and affordable product line that meets consumers' various lifestyle needs. Columbus performance and sports-inspired lifestyle products are in categories such as Running, Training and Fitness. Using high technology and design innovation, Columbus continually creates what is aspired and not just what is necessary. All Columbus products are meant to deliver high performance, durability and style. The Columbus Sports shoes are extremely stylish, trendy and comfortable at the same time. Our manufacturing technology ensures you get best experience during walking, jogging, running and in extreme playing conditions.",The images represent actual product though color of the image and product may slightly differ.,"https://n3.sdlcdn.com/imgs/k/c/7/Columbus-Running-Shoes-Navy-Running-SDL164099773-2-e494f.jpg,https://n4.sdlcdn.com/imgs/k/c/7/Columbus-Running-Shoes-Navy-Running-SDL164099773-3-2274c.jpg,https://n2.sdlcdn.com/imgs/k/c/7/Columbus-Running-Shoes-Navy-Running-SDL164099773-4-604d3.jpg,https://n2.sdlcdn.com/imgs/k/c/7/Columbus-Running-Shoes-Navy-Running-SDL164099773-5-d7a7e.jpg"
Columbus Black Running Shoes,1789,"Color:Black,Shoe Weight:Light Weight,Manufacturer's Name & Address:COLUMBUS MARKETING PVT.LTD.,SUPC: SDL721788699","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,COLUMBUS MARKETING PVT.LTD.  ,Packer's Name & Address,GODOWN AT NEW PLOT NO-D-40 ( OLD NO-40 ),KH.NO-31/7 MEERA ENCLAVE NANGLOI -110041  ,Marketer's Name & Address, ,Importer's Name & Address,GODOWN AT NEW PLOT NO-D-40 ( OLD NO-40 ),KH.NO-31/7 MEERA ENCLAVE NANGLOI -110041  ","
Run for miles with more comfort wearing these running shoes from Columbus. The synthetic upper and mesh lining of these shoes for men ensures air permeability. Rubber sole offers all day comfort",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/k/d/8/Columbus-Black-Running-Shoes-SDL721788699-2-1135a.jpg,https://n4.sdlcdn.com/imgs/k/d/8/Columbus-Black-Running-Shoes-SDL721788699-3-80c5f.jpg,https://n3.sdlcdn.com/imgs/k/d/8/Columbus-Black-Running-Shoes-SDL721788699-4-e17fe.jpg,https://n3.sdlcdn.com/imgs/k/d/8/Columbus-Black-Running-Shoes-SDL721788699-5-7c26a.jpg,https://n3.sdlcdn.com/imgs/k/d/8/Columbus-Black-Running-Shoes-SDL721788699-6-a4eb0.jpg"
OFF LIMITS FREDDIE Gray Running Shoes,849,"Color:Gray,Shoe Weight:Light Weight,Manufacturer's Name & Address:Gurkirpa Lifestyle Company, Plot no 18, Sector-27C, Near NHPC Chowk, Faridabad-121003, Haryana India.,SUPC: SDL800314564","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Gurkirpa Lifestyle Company, Plot no 18, Sector-27C, Near NHPC Chowk, Faridabad-121003, Haryana India.  ,Packer's Name & Address,Gurkirpa Lifestyle Company, Plot no 18, Sector-27C, Near NHPC Chowk, Faridabad-121003, Haryana India.  ,Marketer's Name & Address, ,Importer's Name & Address,Gurkirpa Lifestyle Company, Plot no 18, Sector-27C, Near NHPC Chowk, Faridabad-121003, Haryana India.  ","
A light feathered familer designed shoe for durability, comfort and traction-A familiar shaped upgraded for better comfort-A combination of mesh and synthetic for support and ultimate stability during performance.-Durable outsole which also increases ground traction-Supersoft EVA sockliner provides soft wear in comfort",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/k/c/n/OFF-LIMITS-FREDDIE-Gray-Running-SDL800314564-2-81cf1.jpg,https://n4.sdlcdn.com/imgs/k/c/n/OFF-LIMITS-FREDDIE-Gray-Running-SDL800314564-3-6c63d.jpg,https://n3.sdlcdn.com/imgs/k/c/n/OFF-LIMITS-FREDDIE-Gray-Running-SDL800314564-4-6c502.jpg,https://n1.sdlcdn.com/imgs/k/c/n/OFF-LIMITS-FREDDIE-Gray-Running-SDL800314564-5-767f9.jpg,https://n3.sdlcdn.com/imgs/k/c/n/OFF-LIMITS-FREDDIE-Gray-Running-SDL800314564-6-6c51a.jpg,https://n2.sdlcdn.com/imgs/k/c/n/OFF-LIMITS-FREDDIE-Gray-Running-SDL800314564-7-c5e07.jpg,https://n3.sdlcdn.com/imgs/k/c/n/OFF-LIMITS-FREDDIE-Gray-Running-SDL800314564-8-9fb52.jpg"
ASIAN  Black  Men's Sports Running Shoes,539,"ASIAN,Color: Black,Running Type: Road,Outer Material:,Closure: Lace-Up,Cushioning: High,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,BIS/ISI License number:NA,BIS/ISI required:NA,SUPC: SDL787288717","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address, ,Packer's Name & Address, ,Marketer's Name & Address, ,Importer's Name & Address, ","
Asian Wonder-13 Running Shoes For Men",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/i/e/s/ASIAN-Black-Running-Shoes-SDL787288717-2-6b6f7.jpeg,https://n3.sdlcdn.com/imgs/i/e/s/ASIAN-Black-Running-Shoes-SDL787288717-3-3edce.jpeg,https://n4.sdlcdn.com/imgs/i/e/s/ASIAN-Black-Running-Shoes-SDL787288717-4-98bed.jpeg,https://n3.sdlcdn.com/imgs/i/e/s/ASIAN-Black-Running-Shoes-SDL787288717-5-8109d.jpeg,https://n1.sdlcdn.com/imgs/i/e/s/ASIAN-Black-Running-Shoes-SDL787288717-6-7b992.jpeg"
